word	nodeType	synsetCount	unit
I	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
she	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
make	VERB	49	EP23-LoversLane
her	PRON	0	EP23-LoversLane
let	VERB	6	EP23-LoversLane
's	PRON	0	EP23-LoversLane
make	VERB	49	EP23-LoversLane
her	PRON	0	EP23-LoversLane
me	PRON	0	EP23-LoversLane
okay?sound	VERB	0	EP23-LoversLane
accurate	ADJ	2	EP23-LoversLane
me	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
make	VERB	49	EP23-LoversLane
honest	ADJ	7	EP23-LoversLane
Her	PRON	0	EP23-LoversLane
fly	VERB	14	EP23-LoversLane
I	PRON	0	EP23-LoversLane
split	VERB	5	EP23-LoversLane
who	PRON	0	EP23-LoversLane
show	VERB	12	EP23-LoversLane
look	VERB	10	EP23-LoversLane
that	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
make	VERB	49	EP23-LoversLane
it	PRON	0	EP23-LoversLane
My	PRON	0	EP23-LoversLane
leave	VERB	14	EP23-LoversLane
get	VERB	36	EP23-LoversLane
in?They	PRON	0	EP23-LoversLane
ask	VERB	7	EP23-LoversLane
smile	VERB	2	EP23-LoversLane
pretty	ADJ	2	EP23-LoversLane
you	PRON	0	EP23-LoversLane
remember	VERB	8	EP23-LoversLane
my	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
do	VERB	13	EP23-LoversLane
let	VERB	6	EP23-LoversLane
me	PRON	0	EP23-LoversLane
ask	VERB	7	EP23-LoversLane
you	PRON	0	EP23-LoversLane
something	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
make	VERB	49	EP23-LoversLane
video?What	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
mean?you've	VERB	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
right?cyndi	VERB	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
you	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
something	PRON	0	EP23-LoversLane
really?my	ADJ	0	EP23-LoversLane
we	PRON	0	EP23-LoversLane
have	VERB	19	EP23-LoversLane
sound	ADJ	9	EP23-LoversLane
We	PRON	0	EP23-LoversLane
book	VERB	4	EP23-LoversLane
make	VERB	49	EP23-LoversLane
see	VERB	24	EP23-LoversLane
it	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
i've	ADJ	0	EP23-LoversLane
I'm	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
next	ADJ	3	EP23-LoversLane
I	PRON	0	EP23-LoversLane
stay	VERB	11	EP23-LoversLane
my	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
it	PRON	0	EP23-LoversLane
come	VERB	21	EP23-LoversLane
let	VERB	6	EP23-LoversLane
's	PRON	0	EP23-LoversLane
dance	VERB	3	EP23-LoversLane
few	ADJ	1	EP23-LoversLane
I	PRON	0	EP23-LoversLane
lose	VERB	11	EP23-LoversLane
her	PRON	0	EP23-LoversLane
She	PRON	0	EP23-LoversLane
leave	VERB	14	EP23-LoversLane
her	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
take	VERB	42	EP23-LoversLane
her	PRON	0	EP23-LoversLane
That	PRON	0	EP23-LoversLane
dumb	ADJ	4	EP23-LoversLane
she	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
much	ADJ	1	EP23-LoversLane
it	PRON	0	EP23-LoversLane
cost	VERB	2	EP23-LoversLane
rent	VERB	5	EP23-LoversLane
booth?buck	VERB	0	EP23-LoversLane
conclusive	ADJ	1	EP23-LoversLane
pregnant	ADJ	3	EP23-LoversLane
she	PRON	0	EP23-LoversLane
that	PRON	0	EP23-LoversLane
back	VERB	10	EP23-LoversLane
I	PRON	0	EP23-LoversLane
guess	VERB	4	EP23-LoversLane
What	PRON	0	EP23-LoversLane
his	PRON	0	EP23-LoversLane
he	PRON	0	EP23-LoversLane
talk	VERB	6	EP23-LoversLane
make	VERB	49	EP23-LoversLane
What	PRON	0	EP23-LoversLane
she	PRON	0	EP23-LoversLane
new	ADJ	11	EP23-LoversLane
that	PRON	0	EP23-LoversLane
work	VERB	27	EP23-LoversLane
old	ADJ	8	EP23-LoversLane
find	VERB	16	EP23-LoversLane
He	PRON	0	EP23-LoversLane
her	PRON	0	EP23-LoversLane
she	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
come	VERB	21	EP23-LoversLane
I	PRON	0	EP23-LoversLane
remember	VERB	8	EP23-LoversLane
Him	PRON	0	EP23-LoversLane
have	VERB	19	EP23-LoversLane
something	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
have	VERB	19	EP23-LoversLane
meet	VERB	13	EP23-LoversLane
him	PRON	0	EP23-LoversLane
she	PRON	0	EP23-LoversLane
love	VERB	4	EP23-LoversLane
him	PRON	0	EP23-LoversLane
she	PRON	0	EP23-LoversLane
sneak	VERB	4	EP23-LoversLane
go	VERB	30	EP23-LoversLane
meet	VERB	13	EP23-LoversLane
you	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
say	VERB	11	EP23-LoversLane
he	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
mention	VERB	3	EP23-LoversLane
take	VERB	42	EP23-LoversLane
they	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
It	PRON	0	EP23-LoversLane
all	PRON	0	EP23-LoversLane
she	PRON	0	EP23-LoversLane
talk	VERB	6	EP23-LoversLane
next	ADJ	3	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
I	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
it	PRON	0	EP23-LoversLane
good	ADJ	21	EP23-LoversLane
I	PRON	0	EP23-LoversLane
trust	VERB	6	EP23-LoversLane
he	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
me	PRON	0	EP23-LoversLane
make	VERB	49	EP23-LoversLane
You	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
what	PRON	0	EP23-LoversLane
he	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
come	VERB	21	EP23-LoversLane
I	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
he	PRON	0	EP23-LoversLane
sleazy	ADJ	3	EP23-LoversLane
you	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
do	VERB	13	EP23-LoversLane
that	PRON	0	EP23-LoversLane
anyway?I'm	PRON	0	EP23-LoversLane
do	VERB	13	EP23-LoversLane
anything	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
he	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
make	VERB	49	EP23-LoversLane
you	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
let	VERB	6	EP23-LoversLane
that	PRON	0	EP23-LoversLane
happen	VERB	5	EP23-LoversLane
okay?You	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
go	VERB	30	EP23-LoversLane
do	VERB	13	EP23-LoversLane
something	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
meet	VERB	13	EP23-LoversLane
you	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
Her	PRON	0	EP23-LoversLane
nice	ADJ	5	EP23-LoversLane
whole	ADJ	5	EP23-LoversLane
I	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
him	PRON	0	EP23-LoversLane
He	PRON	0	EP23-LoversLane
bring	VERB	11	EP23-LoversLane
her	PRON	0	EP23-LoversLane
work	VERB	27	EP23-LoversLane
I	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
us	PRON	0	EP23-LoversLane
free	ADJ	9	EP23-LoversLane
top	ADJ	1	EP23-LoversLane
I	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
it	PRON	0	EP23-LoversLane
Me	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
go	VERB	30	EP23-LoversLane
drive	VERB	22	EP23-LoversLane
you	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
We	PRON	0	EP23-LoversLane
both	PRON	0	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
go	VERB	30	EP23-LoversLane
she	PRON	0	EP23-LoversLane
keep	VERB	22	EP23-LoversLane
say	VERB	11	EP23-LoversLane
she	PRON	0	EP23-LoversLane
handle	VERB	6	EP23-LoversLane
it	PRON	0	EP23-LoversLane
what	PRON	0	EP23-LoversLane
do	VERB	13	EP23-LoversLane
old	ADJ	8	EP23-LoversLane
say	VERB	11	EP23-LoversLane
drive	VERB	22	EP23-LoversLane
green	ADJ	5	EP23-LoversLane
register	VERB	10	EP23-LoversLane
his	PRON	0	EP23-LoversLane
same	ADJ	4	EP23-LoversLane
think	VERB	13	EP23-LoversLane
he	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
k*lle	VERB	0	EP23-LoversLane
look	VERB	10	EP23-LoversLane
wonderful	ADJ	1	EP23-LoversLane
me	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
badge	VERB	1	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
him	PRON	0	EP23-LoversLane
what	PRON	0	EP23-LoversLane
it	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
you	PRON	0	EP23-LoversLane
look	VERB	10	EP23-LoversLane
That	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
mean	VERB	7	EP23-LoversLane
I	PRON	0	EP23-LoversLane
wanna	VERB	0	EP23-LoversLane
say	VERB	11	EP23-LoversLane
You	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
you	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
him	PRON	0	EP23-LoversLane
It	PRON	0	EP23-LoversLane
what	PRON	0	EP23-LoversLane
my	PRON	0	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
me	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
swear	VERB	5	EP23-LoversLane
it	PRON	0	EP23-LoversLane
your	PRON	0	EP23-LoversLane
heavy	ADJ	27	EP23-LoversLane
look	VERB	10	EP23-LoversLane
I	PRON	0	EP23-LoversLane
put	VERB	9	EP23-LoversLane
my	PRON	0	EP23-LoversLane
say	VERB	11	EP23-LoversLane
it	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
jump	VERB	15	EP23-LoversLane
put	VERB	9	EP23-LoversLane
you	PRON	0	EP23-LoversLane
What	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
mean	VERB	7	EP23-LoversLane
You	PRON	0	EP23-LoversLane
your	PRON	0	EP23-LoversLane
big	ADJ	13	EP23-LoversLane
That	PRON	0	EP23-LoversLane
crazy	ADJ	5	EP23-LoversLane
see	VERB	24	EP23-LoversLane
I	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
you	PRON	0	EP23-LoversLane
have	VERB	19	EP23-LoversLane
it	PRON	0	EP23-LoversLane
bad	ADJ	14	EP23-LoversLane
you	PRON	0	EP23-LoversLane
have	VERB	19	EP23-LoversLane
That	PRON	0	EP23-LoversLane
common	ADJ	9	EP23-LoversLane
I	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
you	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
park	VERB	2	EP23-LoversLane
she	PRON	0	EP23-LoversLane
rock	VERB	2	EP23-LoversLane
your	PRON	0	EP23-LoversLane
few	ADJ	1	EP23-LoversLane
you	PRON	0	EP23-LoversLane
feel	VERB	13	EP23-LoversLane
loose	ADJ	13	EP23-LoversLane
there	PRON	0	EP23-LoversLane
be	VERB	13	EP23-LoversLane
few	ADJ	1	EP23-LoversLane
I	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
polygraph	VERB	0	EP23-LoversLane
me	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
hang	VERB	15	EP23-LoversLane
her	PRON	0	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
us	PRON	0	EP23-LoversLane
We	PRON	0	EP23-LoversLane
watch	VERB	7	EP23-LoversLane
dig	VERB	8	EP23-LoversLane
her	PRON	0	EP23-LoversLane
she	PRON	0	EP23-LoversLane
dig	VERB	8	EP23-LoversLane
me	PRON	0	EP23-LoversLane
It	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
piss	VERB	1	EP23-LoversLane
go	VERB	30	EP23-LoversLane
Wayne?I	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
it	PRON	0	EP23-LoversLane
bad	ADJ	14	EP23-LoversLane
it	PRON	0	EP23-LoversLane
her	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
try	VERB	9	EP23-LoversLane
stop	VERB	11	EP23-LoversLane
her	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
help	VERB	8	EP23-LoversLane
her	PRON	0	EP23-LoversLane
She	PRON	0	EP23-LoversLane
borrow	VERB	2	EP23-LoversLane
she	PRON	0	EP23-LoversLane
run	VERB	41	EP23-LoversLane
statutory	ADJ	2	EP23-LoversLane
You	PRON	0	EP23-LoversLane
loan	VERB	1	EP23-LoversLane
sleazy	ADJ	3	EP23-LoversLane
he	PRON	0	EP23-LoversLane
give	VERB	44	EP23-LoversLane
it	PRON	0	EP23-LoversLane
me	PRON	0	EP23-LoversLane
she	PRON	0	EP23-LoversLane
die	VERB	11	EP23-LoversLane
There	PRON	0	EP23-LoversLane
be	VERB	13	EP23-LoversLane
there	PRON	0	EP23-LoversLane
be	VERB	13	EP23-LoversLane
suppose	VERB	5	EP23-LoversLane
give	VERB	44	EP23-LoversLane
you	PRON	0	EP23-LoversLane
She	PRON	0	EP23-LoversLane
That	PRON	0	EP23-LoversLane
stop	VERB	11	EP23-LoversLane
you	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
have	VERB	19	EP23-LoversLane
it	PRON	0	EP23-LoversLane
all	PRON	0	EP23-LoversLane
set	VERB	25	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
you	PRON	0	EP23-LoversLane
she	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
like	VERB	5	EP23-LoversLane
That	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
hang	VERB	15	EP23-LoversLane
bad	ADJ	14	EP23-LoversLane
shut	VERB	3	EP23-LoversLane
serve	VERB	15	EP23-LoversLane
you	PRON	0	EP23-LoversLane
hang	VERB	15	EP23-LoversLane
high	ADJ	7	EP23-LoversLane
do	VERB	13	EP23-LoversLane
anything	PRON	0	EP23-LoversLane
I'm	PRON	0	EP23-LoversLane
who	PRON	0	EP23-LoversLane
call	VERB	28	EP23-LoversLane
it	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
ready	ADJ	5	EP23-LoversLane
What	PRON	0	EP23-LoversLane
sleep	VERB	2	EP23-LoversLane
we	PRON	0	EP23-LoversLane
stay	VERB	11	EP23-LoversLane
you	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
need	VERB	3	EP23-LoversLane
that	PRON	0	EP23-LoversLane
there	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
we	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
I	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
you	PRON	0	EP23-LoversLane
grow	VERB	10	EP23-LoversLane
you	PRON	0	EP23-LoversLane
stay	VERB	11	EP23-LoversLane
have	VERB	19	EP23-LoversLane
hot	ADJ	21	EP23-LoversLane
your	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
play	VERB	35	EP23-LoversLane
You	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
me	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
you	PRON	0	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
me	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
grow	VERB	10	EP23-LoversLane
I	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
need	VERB	3	EP23-LoversLane
my	PRON	0	EP23-LoversLane
spend	VERB	3	EP23-LoversLane
It	PRON	0	EP23-LoversLane
spend	VERB	3	EP23-LoversLane
get	VERB	36	EP23-LoversLane
you	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
figure	VERB	5	EP23-LoversLane
you	PRON	0	EP23-LoversLane
owe	VERB	3	EP23-LoversLane
pretty	ADJ	2	EP23-LoversLane
call	VERB	28	EP23-LoversLane
it	PRON	0	EP23-LoversLane
we	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
that	PRON	0	EP23-LoversLane
last	ADJ	9	EP23-LoversLane
I	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
her	PRON	0	EP23-LoversLane
enjoyingblowe	VERB	0	EP23-LoversLane
That	PRON	0	EP23-LoversLane
his	PRON	0	EP23-LoversLane
he	PRON	0	EP23-LoversLane
ship	VERB	5	EP23-LoversLane
me	PRON	0	EP23-LoversLane
associate	VERB	3	EP23-LoversLane
What	PRON	0	EP23-LoversLane
your	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
sorry	ADJ	4	EP23-LoversLane
I	PRON	0	EP23-LoversLane
need	VERB	3	EP23-LoversLane
I	PRON	0	EP23-LoversLane
look	VERB	10	EP23-LoversLane
you	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
-	VERB	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
keep	VERB	22	EP23-LoversLane
think	VERB	13	EP23-LoversLane
her	PRON	0	EP23-LoversLane
hate	VERB	1	EP23-LoversLane
who	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
practical	ADJ	4	EP23-LoversLane
we	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
we	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
exciting	ADJ	2	EP23-LoversLane
yours	PRON	0	EP23-LoversLane
it	PRON	0	EP23-LoversLane
exciting	ADJ	2	EP23-LoversLane
It	PRON	0	EP23-LoversLane
more	ADJ	2	EP23-LoversLane
I	PRON	0	EP23-LoversLane
watch	VERB	7	EP23-LoversLane
other	ADJ	4	EP23-LoversLane
front	ADJ	1	EP23-LoversLane
you	PRON	0	EP23-LoversLane
who	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
you	PRON	0	EP23-LoversLane
be?i	VERB	0	EP23-LoversLane
mean	VERB	7	EP23-LoversLane
you	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
have	VERB	19	EP23-LoversLane
whole	ADJ	5	EP23-LoversLane
other	ADJ	4	EP23-LoversLane
what	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
impossible	ADJ	3	EP23-LoversLane
I	PRON	0	EP23-LoversLane
glad	ADJ	4	EP23-LoversLane
you	PRON	0	EP23-LoversLane
come	VERB	21	EP23-LoversLane
I	PRON	0	EP23-LoversLane
mean	VERB	7	EP23-LoversLane
I	PRON	0	EP23-LoversLane
feel	VERB	13	EP23-LoversLane
I	PRON	0	EP23-LoversLane
feel	VERB	13	EP23-LoversLane
awake	ADJ	2	EP23-LoversLane
live	VERB	7	EP23-LoversLane
go	VERB	30	EP23-LoversLane
it	PRON	0	EP23-LoversLane
all	PRON	0	EP23-LoversLane
forget	VERB	4	EP23-LoversLane
bury	VERB	6	EP23-LoversLane
her	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
remember	VERB	8	EP23-LoversLane
everything	PRON	0	EP23-LoversLane
it	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
love	VERB	4	EP23-LoversLane
her	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
I	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
stay	VERB	11	EP23-LoversLane
I	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
want	VERB	5	EP23-LoversLane
her	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
find	VERB	16	EP23-LoversLane
myself	PRON	0	EP23-LoversLane
come	VERB	21	EP23-LoversLane
you	PRON	0	EP23-LoversLane
It	PRON	0	EP23-LoversLane
it	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
go	VERB	30	EP23-LoversLane
lose	VERB	11	EP23-LoversLane
I	PRON	0	EP23-LoversLane
lose	VERB	11	EP23-LoversLane
you	PRON	0	EP23-LoversLane
busy	ADJ	5	EP23-LoversLane
busy	ADJ	5	EP23-LoversLane
I	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
you	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
you	PRON	0	EP23-LoversLane
We	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
new	ADJ	11	EP23-LoversLane
You	PRON	0	EP23-LoversLane
Me	PRON	0	EP23-LoversLane
both	PRON	0	EP23-LoversLane
nurse	VERB	5	EP23-LoversLane
hard	ADJ	12	EP23-LoversLane
Him	PRON	0	EP23-LoversLane
he	PRON	0	EP23-LoversLane
hang	VERB	15	EP23-LoversLane
her	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
she	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
you	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
tired	ADJ	2	EP23-LoversLane
her	PRON	0	EP23-LoversLane
start	VERB	14	EP23-LoversLane
talk	VERB	6	EP23-LoversLane
I	PRON	0	EP23-LoversLane
talk	VERB	6	EP23-LoversLane
anything	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
what	PRON	0	EP23-LoversLane
it	PRON	0	EP23-LoversLane
fat	ADJ	5	EP23-LoversLane
high	ADJ	7	EP23-LoversLane
It	PRON	0	EP23-LoversLane
It	PRON	0	EP23-LoversLane
great	ADJ	6	EP23-LoversLane
change	VERB	10	EP23-LoversLane
everybody	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
wear	VERB	9	EP23-LoversLane
your	PRON	0	EP23-LoversLane
whole	ADJ	5	EP23-LoversLane
prance	VERB	4	EP23-LoversLane
ogle	VERB	1	EP23-LoversLane
their	PRON	0	EP23-LoversLane
right?That	PRON	0	EP23-LoversLane
lead	VERB	14	EP23-LoversLane
dark	ADJ	11	EP23-LoversLane
do	VERB	13	EP23-LoversLane
something	PRON	0	EP23-LoversLane
me	PRON	0	EP23-LoversLane
His	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
We	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
it	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
him	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
joke	VERB	2	EP23-LoversLane
I	PRON	0	EP23-LoversLane
hate	VERB	1	EP23-LoversLane
what	PRON	0	EP23-LoversLane
love	VERB	4	EP23-LoversLane
come	VERB	21	EP23-LoversLane
it	PRON	0	EP23-LoversLane
funny	ADJ	4	EP23-LoversLane
I	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
you	PRON	0	EP23-LoversLane
asleep	ADJ	3	EP23-LoversLane
it	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
this	PRON	0	EP23-LoversLane
come	VERB	21	EP23-LoversLane
I	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
something	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
bring	VERB	11	EP23-LoversLane
you	PRON	0	EP23-LoversLane
big	ADJ	13	EP23-LoversLane
you	PRON	0	EP23-LoversLane
coming?I	VERB	0	EP23-LoversLane
watch	VERB	7	EP23-LoversLane
this	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
bring	VERB	11	EP23-LoversLane
one?What	PRON	0	EP23-LoversLane
happen	VERB	5	EP23-LoversLane
you	PRON	0	EP23-LoversLane
you	PRON	0	EP23-LoversLane
report	VERB	6	EP23-LoversLane
it?Mom	PRON	0	EP23-LoversLane
we	PRON	0	EP23-LoversLane
call	VERB	28	EP23-LoversLane
I	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
drunk	ADJ	2	EP23-LoversLane
his	PRON	0	EP23-LoversLane
say	VERB	11	EP23-LoversLane
come	VERB	21	EP23-LoversLane
his	PRON	0	EP23-LoversLane
"""right"	ADJ	0	EP23-LoversLane
there	PRON	0	EP23-LoversLane
be	VERB	13	EP23-LoversLane
he	PRON	0	EP23-LoversLane
finish	VERB	6	EP23-LoversLane
he	PRON	0	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
me	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
my	PRON	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
bring	VERB	11	EP23-LoversLane
your	PRON	0	EP23-LoversLane
regular	ADJ	13	EP23-LoversLane
talk	VERB	6	EP23-LoversLane
I	PRON	0	EP23-LoversLane
work	VERB	27	EP23-LoversLane
forget	VERB	4	EP23-LoversLane
He	PRON	0	EP23-LoversLane
make	VERB	49	EP23-LoversLane
me	PRON	0	EP23-LoversLane
make	VERB	49	EP23-LoversLane
you	PRON	0	EP23-LoversLane
what?get	ADJ	0	EP23-LoversLane
You	PRON	0	EP23-LoversLane
That	PRON	0	EP23-LoversLane
He	PRON	0	EP23-LoversLane
terrorize	VERB	2	EP23-LoversLane
me	PRON	0	EP23-LoversLane
my	PRON	0	EP23-LoversLane
whole	ADJ	5	EP23-LoversLane
He	PRON	0	EP23-LoversLane
do	VERB	13	EP23-LoversLane
You	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
stroll	VERB	1	EP23-LoversLane
bring	VERB	11	EP23-LoversLane
'em	PRON	0	EP23-LoversLane
dad?no	VERB	0	EP23-LoversLane
That	PRON	0	EP23-LoversLane
stop	VERB	11	EP23-LoversLane
You	PRON	0	EP23-LoversLane
bring	VERB	11	EP23-LoversLane
k*ll	VERB	0	EP23-LoversLane
me	PRON	0	EP23-LoversLane
come	VERB	21	EP23-LoversLane
right	ADJ	14	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
win	VERB	4	EP23-LoversLane
lose	VERB	11	EP23-LoversLane
I	PRON	0	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
I	PRON	0	EP23-LoversLane
see	VERB	24	EP23-LoversLane
her	PRON	0	EP23-LoversLane
think	VERB	13	EP23-LoversLane
you	PRON	0	EP23-LoversLane
leave	VERB	14	EP23-LoversLane
What	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
you	PRON	0	EP23-LoversLane
go	VERB	30	EP23-LoversLane
make	VERB	49	EP23-LoversLane
that	PRON	0	EP23-LoversLane
get	VERB	36	EP23-LoversLane
make	VERB	49	EP23-LoversLane
it	PRON	0	EP23-LoversLane
I	PRON	0	EP23-LoversLane
tell	VERB	8	EP23-LoversLane
him	PRON	0	EP23-LoversLane
ask	VERB	7	EP23-LoversLane
I	PRON	0	EP23-LoversLane
let	VERB	6	EP23-LoversLane
him	PRON	0	EP23-LoversLane
know	VERB	11	EP23-LoversLane
